Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Afghanistan,AFG,..,..,11.264133238155,-2.68108084876349,8.97487956759646,1.97416862890181,-0.665270517698119,-1.6228866716696,-0.541697283221524,0.0820789288754185,-1.35017833585495,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Albania,ALB,-11.1879052985212,7.63386640301194,4.2230368755483,2.82155873717815,1.58515488775825,1.1872054685296,1.98542608911822,2.51685221249549,3.48011700478818,3.91661197075454,4.40251487024605,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Algeria,DZA,-1.75407287637022,2.39950644017739,1.74677646320451,0.980204694064881,1.40179670455345,0.761674962215693,1.71044951625483,1.60047829963847,1.10456792075573,-0.750499557879849,-0.615183264336011,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,American Samoa,ASM,..,..,1.52429560889686,0.869269598167648,-4.23437728864654,-2.83679849163521,0.803753378222467,1.36590155070407,-2.64538324917581,-5.64961891041834,2.47043521275813,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Andorra,AND,-0.14261468196311,1.91345185341861,-5.3431361112859,-3.84725320509853,-0.0396675503243245,2.4052918336043,4.2932041332308,2.39598860802923,2.83028426104667,2.11506015294789,1.6227466770119,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Angola,AGO,-6.65753217768963,-0.26794453749595,1.0791689367887,-0.220846531029494,4.70645928027089,1.29208564355177,1.21983278506757,-2.46871516936926,-5.81623671756851,-3.40990331461406,-5.28777959390334,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Antigua and Barbuda,ATG,2.15497355156189,4.80818736357038,-8.92040249912563,-3.30423349856939,2.05110582991782,-1.80323259487324,2.62278049551703,2.71120684663117,4.42525495026875,2.1738184581005,6.4300264671072,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Argentina,ARG,-3.87410316538033,-1.87491241541325,9.30012832232192,4.78868313859434,-2.14528444981811,1.26568517537076,-3.57858050983292,1.62966427946265,-3.11006389821465,1.60928234377617,-3.46737624314432,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Armenia,ARM,..,6.57036387036523,2.58264808068078,4.72842677431717,6.91414364480887,2.82388903997261,3.07285853012422,2.73612872403588,-0.16150062037417,7.18375792957016,4.95169918007964,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Aruba,ABW,2.09291010616282,5.42760906762929,-3.8877600461179,3.06388237087862,-1.86416771739363,3.59319794754416,0.25056693031469,-0.991547779040417,-0.716487134265762,0.855431101992977,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Australia,AUS,2.04908201949108,2.70128931837841,0.492100955776877,1.04888379967608,2.1196825044921,0.834341933212656,1.01511499278639,0.732399751351792,1.17791143324995,0.657653883814675,1.3318775475184,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Austria,AUT,3.55354779021329,3.12743665014771,1.59257712849987,2.57644831811446,0.222450576943075,-0.562298942527448,-0.122370667337563,-0.111540189504495,0.98463828322204,1.76708743764632,1.84705120008107,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Azerbaijan,AZE,..,10.1910296245971,3.54945565734806,-2.84718295295991,0.85388605157209,4.48247007657503,1.52213919218541,-0.145834453695798,-4.14176979774351,-1.2557206009697,0.512193852983529,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Bahamas, The",BHS,-3.3206565034786,2.75534958824444,0.0117279344703718,-0.684017477592718,1.95077548458195,-3.8993995372296,-0.205232091040671,-0.362951163814515,-0.543773105647915,-0.93724983086706,0.544150188792798,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bahrain,BHR,1.31200257216312,0.852697131889045,-0.353779259512081,-0.991929406389531,1.98932964671978,4.20749360537125,2.70655678472522,0.180519551236884,-0.441055395486401,-0.940563981443205,-3.11062510562859,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bangladesh,BGD,3.08698402350078,3.25749967913609,4.3909803668064,5.25309562973739,5.29824495849087,4.79440164181352,4.85610832403805,5.36878342333158,5.95091457759985,6.14210394847194,6.73701752220683,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Barbados,BRB,-3.67037140701947,4.0378869704827,-2.52650670538756,-1.09478550684366,-0.317909721480362,-1.57617530320981,-0.354732941362968,2.02613967083379,2.11009654557748,-0.325475119390731,-0.640057735871636,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Belarus,BLR,..,6.29963644799008,7.98206918275517,5.57238583709254,1.78036177565718,0.987444297302417,1.63497132996299,-3.98264886374076,-2.6487098312428,2.56748260752468,3.18981305431069,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Belgium,BEL,2.83026812085834,3.46545030511354,1.9287568820322,0.380018329951753,0.11641512246463,-0.0131624623842725,1.12858585492231,1.44327342388083,0.998454175156894,1.57215372315021,1.0417195307113,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Belize,BLZ,9.01727033947066,9.21425209815376,0.879869659196203,-0.242059956602787,0.573592984675031,-1.39868416441409,1.4472478992847,1.26348827778328,-2.60297812152156,-0.551942156420353,1.07136952894078,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Benin,BEN,5.50710721399892,2.74780021602182,-0.715273205168543,0.11605829820877,1.92472037239352,4.23970812687595,3.43371285532312,-0.695138395049582,1.13324063389516,2.96688150864692,3.97518359608362,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bermuda,BMU,-0.798461539604872,8.34832337923115,-1.32438480325234,-2.50110330788415,-5.17820382726485,-2.81561491083635,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bhutan,BTN,9.07481064666094,4.55561305047635,10.7733678868603,6.76852946157733,3.87705671392078,0.875533067778036,4.47932656158085,5.35000046175887,6.83061093483157,3.40833912260233,1.82227316600887,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bolivia,BOL,2.44505994658084,0.544926184712779,2.42927786018541,3.51097503109318,3.45369767643476,5.12757347801841,3.84375722818145,3.28271871061374,2.73203994226454,2.69606529621936,2.7521559420484,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bosnia and Herzegovina,BIH,..,5.2800104904355,1.5957463936588,2.12915035329164,0.848511513414408,4.15291029256724,2.90546511092504,4.67370251496288,4.45829404121947,3.1862421882704,4.48391430484476,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Botswana,BWA,3.26516336491491,-0.0646763973303592,6.72754458970827,4.55935822956552,3.21936951496281,10.1026077984442,2.84890352119996,-3.18599697312145,2.40941657953462,0.798912535362106,2.18307407293796,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Brazil,BRA,-4.84187100023273,2.91182644263147,6.52437280430098,3.02640687281159,1.01450977476631,2.10893071892259,-0.352473219540371,-4.35159126671624,-4.09860698244351,0.251381945083139,0.32807790722056,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Brunei Darussalam,BRN,-1.7484336060365,0.70238441685602,1.34764938748842,2.4166421030224,-0.427894473886155,-3.44062744548282,-3.62420517458962,-1.79814526014643,-3.60233301645837,0.213081517950215,-0.99478850862225,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bulgaria,BGR,-7.4632076545484,5.2844853542843,1.99327953842283,2.57051342984499,0.612051095387244,1.05790955605502,2.41800281989239,4.13351489936093,4.66831446724521,4.57230650133613,3.84031545793022,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Burkina Faso,BFA,-3.21121444317946,-1.03264256285028,2.23943499739836,3.46627147455733,3.30923981741063,2.68483140830034,1.28209364611807,0.885054448301091,2.86309748601946,3.3195139267073,3.81291202224394,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Burundi,BDI,0.99007908775603,-2.59368363230537,1.75637635285388,0.748442778960595,1.19805667252835,1.68746987596798,1.02152974753199,-6.88640571719623,-3.70833606243559,-2.6469412215971,-1.55740735383216,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cabo Verde,CPV,-1.32524696205817,12.2201034830578,0.23453418287653,2.67629883828522,-0.194322592704921,-0.480116296055641,-0.654704681340107,-0.239305247553261,3.44355629892625,2.47670834706955,3.86593584728266,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cambodia,KHM,..,8.26389150471097,4.34457427422036,5.38187244910158,5.57786320621257,5.59997282280331,5.40178261075788,5.33323300295301,5.36873194174099,5.38988623294368,5.90774125002211,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cameroon,CMR,-8.92958356207622,0.874400224367733,0.619379564665024,1.31442704875386,1.72655349970383,2.57771065589441,3.06183608083622,2.85576646935637,1.90102437362913,0.853486026492732,1.37919198196641,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Canada,CAN,-1.33414391669075,3.94521853485763,1.94962821027747,2.14230900125942,0.663303087551242,1.25465502005018,1.83945984552483,-0.0587846370278697,-0.0313278479413128,1.76452971312881,0.471065971004833,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cayman Islands,CYM,..,-3.49573512734322,-5.03307407492392,-0.938990758021731,-0.624585600588375,-0.3666355490125,1.10917649171402,1.37369291079101,1.70395757303024,1.71766495706936,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Central African Republic,CAF,-4.27419941685207,-4.69690381776685,3.45868616761015,3.44314497381156,4.63275672145772,-36.5568195536156,-0.2828524979235,3.66382025941674,3.72266335723018,3.20043121900284,2.22474284797838,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Chad,TCD,-7.22078577303513,-4.46360545888291,9.82604764547629,-3.22747871539845,5.27357399354591,2.21669837698148,3.43301682181134,-0.490774024279631,-9.15696640169109,-5.92877662311096,-0.415664166030837,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Channel Islands,CHI,..,5.19357653729118,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Chile,CHL,1.65320889229147,4.09428735354267,4.75022381395627,5.05778792023305,4.30921750358573,3.03152589046083,0.692556386599065,1.10594434534089,0.332088719456664,-0.153995449190788,2.58767649434913,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,China,CHN,2.39361245948719,7.6400016553426,10.103100723313,9.02725594457161,7.33538000995731,7.23786251543072,6.75762201999564,6.36346930007561,6.16028102541586,6.16177200430054,6.08224115521752,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Colombia,COL,2.24983574786401,1.28736794818924,3.25696262126047,6.32707006560985,2.97005236159309,3.62139702440898,3.67601244808095,1.76118405663533,0.708331383936113,-0.160980395706162,1.02471485612077,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Comoros,COM,2.03700974834095,8.08688541007577,1.32568276597478,1.6133337948125,0.73357493936517,2.01472471272537,-0.304632304831813,-1.22946294800487,0.961267015898741,1.48145217711017,1.14050990405651,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Congo, Dem. Rep.",COD,-9.66521875485859,-9.25508466502153,3.5988403230232,3.36641199280993,3.57179013846071,4.92756252279231,5.89588603436783,3.44260459785792,-0.907723406654114,0.401471108096672,2.39991066397216,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Congo, Rep.",COG,-1.72438665001907,4.51533515450396,5.48579447913615,0.570601586728486,1.14515618228064,0.921951607167969,4.20534965928347,0.12854665941984,-5.23741467018446,-5.55919654481907,-1.5492440284501,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Costa Rica,CRI,0.883431622169269,1.8169169226085,3.65324623708435,3.05291815906348,3.56935633914284,1.10214730569425,2.36502086820241,2.51140318953809,3.1493243924418,2.34003491400641,1.61806178494115,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cote d'Ivoire,CIV,-4.59949654893489,-4.58054060425691,-0.336444148996392,-6.64111818873445,8.04235248886403,6.2257068872,6.10311564011174,6.1320680300342,5.26791082713056,4.99270908561252,4.72569209854963,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Croatia,HRV,..,4.3024071819259,-1.27257847688537,0.0349420245760825,-1.93843205749161,-0.271151237906295,0.303881742845235,3.284810940819,4.20876677937825,4.38495908505845,3.51246071661235,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cuba,CUB,-3.80043342742538,5.51723820295197,2.39835137746303,2.70314589675964,2.82793408625007,2.51429970385982,0.831466816994265,4.27326022419349,0.422178217262115,1.77179380101539,2.2585896849249,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Curacao,CUW,..,..,-1.17626926774395,-0.806884969267244,-0.964264113308545,-1.91243196872605,-2.46219547578986,-1.0358839857313,-2.03087910494627,-2.05324118036592,-1.96660723942433,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cyprus,CYP,5.13996946978786,4.84416854825056,-1.28042962912113,-2.12588676550578,-4.34671215019054,-5.58007036190139,-0.219240256042653,2.5444893465441,4.33253543801553,3.5016365059666,2.74515567885148,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Czech Republic,CZE,..,4.55953033078632,1.97586819137179,1.56762726240612,-0.938553681715106,-0.516675080422502,2.60703704468281,5.10241576594581,2.25397655388116,4.07576634597022,2.65491943973517,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Denmark,DNK,1.31052514831973,3.40068456473799,1.4194865934675,0.92039369613164,-0.149916083122164,0.513424412245797,1.10543347168522,1.62216558493076,2.44336954913602,1.3818217343226,1.81793289835595,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Djibouti,DJI,..,..,..,..,..,..,5.22658575887232,5.87297144114376,5.17874908075547,3.40908654661807,3.82998551984062,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Dominica,DMA,5.87374595319052,2.61133524434914,0.634192936914204,-0.277141506708489,-1.12710311435788,-1.07087790978866,4.34656298881096,-2.82507730573775,2.378153300546,-6.99637283826597,2.02613137595806,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Dominican Republic,DOM,-7.25160310713619,3.07987408113645,7.01675046987774,1.89234869891592,1.49996328098698,3.65078722860287,5.81880990784531,5.71542577206503,5.4686354669428,3.51792400192824,5.83455956557802,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ecuador,ECU,1.25724814827197,-0.813530424638515,1.89292757238246,6.2210516775317,4.07025297076338,3.38728046840993,2.1989412270929,-1.50758512320009,-2.89802488713731,0.573877116510374,-0.397089902803245,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Egypt, Arab Rep.",EGY,3.13372619990464,4.33634758828747,3.08086461640956,-0.363937290737226,-0.012959636795415,-0.105957426078533,0.616853230317076,2.09372219629829,2.13201200912987,2.02557785770934,3.19443129839827,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,El Salvador,SLV,3.44953512139028,0.385980765791615,1.6718667861082,3.37085104321105,2.3646277003393,1.7729191132332,1.24121832990988,1.91336058273393,2.00677322794024,1.79440942570091,2.01797814423728,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Equatorial Guinea,GNQ,-4.70401664135457,13.4532932664748,-12.9816890324711,1.8592726274268,3.65575583797506,-8.1607311466606,-3.68850197019202,-12.7105829873211,-12.313974362785,-8.22197814140453,-9.49735268324022,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Eritrea,ERI,..,-5.46628303099223,0.565915707035771,7.2076052658756,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Estonia,EST,..,9.57521306550501,2.94140132344222,7.7682546216908,3.47997321230089,1.70751319282927,3.25777091485901,1.77814515858563,2.6016939207021,5.62084882162608,4.48356857067742,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Eswatini,SWZ,17.4992346418024,0.613767121414185,3.07537247364714,1.56099227645015,4.68276864861086,3.14067096197246,0.159172779992133,1.47629849505751,0.364686672930702,1.04812008898153,1.32064533880811,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ethiopia,ETH,-0.739172813143156,3.05912587133388,9.46059714812554,8.09484989853613,5.61658278843269,7.49986434435532,7.21318728241347,7.39145149516671,6.50967619654823,6.62575716124269,4.0480702388884,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Fiji,FJI,5.22219073498999,-2.27003724122942,2.21455901412079,2.27324447525878,1.22140313851646,4.66900319731189,5.50052606973317,4.40185521826095,2.06656294518055,4.81778684141298,2.82031929190161,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Finland,FIN,0.197500409157129,5.5540011392774,2.71491986408689,2.07326241903831,-1.86540089402051,-1.35753630792438,-0.776140379969092,0.229909929575697,2.33344712217614,2.80973365212954,1.49020814289361,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,France,FRA,2.40170426248901,3.21429771147173,1.44701286047184,1.69963011978574,-0.171212887082078,0.0599057325755012,0.472969997915911,0.691921866042719,0.692650644122807,2.25198093563385,1.53946311803286,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,French Polynesia,PYF,0.0635162950925832,2.07068163967502,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Gabon,GAB,2.33644520724351,-4.22398533409248,3.44940874841105,3.24610391795758,1.33821343702425,1.72091797714235,0.619862380246332,0.471570201998503,-0.968799964486564,-2.29157573813745,-1.75503918821659,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Gambia, The",GMB,-0.771422027225384,2.25182133030938,2.78299345667688,-10.8620039743524,2.10014035501909,-0.202343345823479,-4.34615116032873,0.974136240397243,-1.05824882916572,1.75661613322822,3.45318886171901,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Georgia,GEO,-14.7651573231485,3.83810078470003,7.02738534848979,8.26498885514242,7.18659906448971,3.91227683590895,4.35099163470379,2.83792180767264,2.8384671247927,4.78597233264762,4.71584540337722,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Germany,DEU,4.3516390599903,2.75592866985347,4.33869191573952,5.8685566312854,0.231212502717355,0.154547997552854,1.80042003787038,0.862787538298775,1.4081021738692,2.08280772084919,1.19576289074608,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ghana,GHA,0.392139664963523,1.19073606083808,5.24929629042481,11.3154463953309,6.7335635915111,4.84749394231598,0.566072146028802,-0.113926824016588,1.14964735247376,5.76855148755246,3.95866714679696,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Greece,GRC,-1.05223289834686,3.49556360085978,-5.60077766134174,-8.99795499252181,-6.79786086982254,-2.53725855337746,1.41305809991432,0.220308446508582,0.225031001763696,1.70605806398576,2.19102952443156,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Greenland,GRL,-12.1958664394107,6.91102464537168,0.69531455570224,-0.470283635075262,1.53697694464275,-0.726861643140481,5.09192733313645,-2.21491888223918,4.54780858066064,0.495375930431848,3.48701139115857,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Grenada,GRD,4.65289881788694,4.47893879636443,-0.927075160248535,0.233770768075843,-1.75311068154448,1.66636351608054,6.62254832205858,5.76621354977149,3.11279213146641,3.88151521593714,3.63508314606946,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guam,GUM,..,..,1.95202775367054,-0.0325642226990794,1.83192885531163,1.56421072008787,1.34852801805248,-0.0548728532360343,-0.386696991114576,-0.561803024355356,-1.16298305304063,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guatemala,GTM,0.728084588397437,1.26523441476468,0.660606008963114,1.94356107087326,0.79880103212038,1.53635444095252,2.03208571757986,2.03073228914089,1.03703738650228,0.744146980276142,1.15441380050436,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guinea,GIN,1.28894586906605,0.189644550418052,2.47169063950359,3.2983234836683,3.6128599072168,1.64800961649622,1.29576276192627,1.27287968082506,7.92839475221174,7.29197163375291,3.19829412987171,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guinea-Bissau,GNB,3.76414004766939,3.3058118374565,1.95357842022229,5.29170553227767,-4.2841088312975,0.544731781281314,-1.67117159925397,3.39929449701764,3.56604944780965,3.27088724175688,1.24347414723864,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guyana,GUY,-2.77067888609885,-0.972939245151778,3.89983808946602,4.83348208568901,4.80662215226317,4.48024708890374,3.3409017690021,2.51074035515622,2.8360592457815,1.59228299552139,3.59447101901753,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Haiti,HTI,-0.974078446587626,-0.855032292712508,-4.59538491674647,3.94617874030052,1.38051389062304,2.74674150786063,1.33110998436969,-0.162491567256609,0.100989435060853,-0.138520202694039,0.199179706745653,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Honduras,HND,-0.124848218591239,4.39693235429314,1.65220739480361,1.83748927544643,2.20029190468631,0.947659870598244,1.2505917863932,2.04736639148943,2.1237044529626,3.02969316765802,2.03037523829596,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Hong Kong SAR, China",HKG,3.49758835724873,6.71855488873754,5.98631197877843,4.11213681205757,0.583731408804169,2.68794028050394,2.04315204288785,1.51994693688222,1.5455079229281,3.07536682400236,2.18271353755111,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Hungary,HUN,..,4.75094476844124,0.892064394084002,2.10800410164327,-0.961635938753446,2.24414518778131,4.47614022299818,4.09285354584155,2.50204726512231,4.60053160751239,5.30035453797181,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Iceland,ISL,0.385665625444929,3.4652125599016,-3.29681937828269,1.57087821580129,0.758868479482075,3.15350746171212,0.95093285529444,3.3850187560388,5.87164373893354,2.17876476565004,1.60130798235352,..
